s 238
o 0 t 0.238000 f 0 x -20.416666 20.416667 4.201966 v -0.054451 0.124523 0.085616 p 10057904.745756
o 0 t 0.238000 f 1 x -23.333333 17.500001 1.400655 v -0.032834 0.090231 0.090698 p 10057905.853052
o 0 t 0.238000 f 2 x -20.416666 20.416667 1.400655 v -0.072866 0.112066 0.029657 p 10057903.464187
o 0 t 0.238000 f 3 x -23.333333 20.416668 1.400655 v -0.061619 0.132356 0.058346 p 10057904.925964
o 0 t 0.238000 f 4 x 32.083333 -5.833335 4.201966 v -0.000883 0.003105 0.083541 p 10057898.953431
o 0 t 0.238000 f 5 x 32.083333 -5.833335 1.400655 v 0.031013 0.008348 0.060613 p 10057897.824483
o 0 t 0.238000 f 6 x 29.166667 -5.833335 1.400655 v -0.022462 -0.017588 0.037037 p 10057897.473452
o 0 t 0.238000 f 7 x 29.166667 -8.750001 1.400655 v -0.010700 -0.027222 0.073012 p 10057899.040974
o 0 t 0.238000 f 8 x 5.833334 20.416667 -1.400655 v -0.132294 -0.037753 -0.004744 p 10057898.402424
o 0 t 0.238000 f 9 x 8.750001 20.416667 1.400655 v -0.116673 -0.035320 0.000005 p 10057896.977655
o 0 t 0.238000 f 10 x 5.833334 17.500000 -1.400655 v -0.112445 -0.013182 -0.019261 p 10057898.719631
o 0 t 0.238000 f 11 x 5.833334 20.416667 1.400655 v -0.079877 -0.027389 0.054196 p 10057898.078731
o 0 t 0.238000 f 12 x -11.666667 2.916667 1.400655 v -0.040906 0.027024 0.032646 p 10057900.531700
o 0 t 0.238000 f 13 x -11.666667 0.000000 -1.400655 v -0.056986 0.035171 -0.029017 p 10057899.684646
o 0 t 0.238000 f 14 x -8.750000 2.916667 1.400655 v -0.061526 0.036118 0.033176 p 10057900.193158
o 0 t 0.238000 f 15 x -11.666667 2.916667 -1.400655 v -0.066104 -0.001175 -0.022066 p 10057900.764733
o 0 t 0.238000 f 16 x -23.333332 23.333335 4.201966 v -0.077975 0.148606 0.030337 p 10057905.106171
o 0 t 0.238000 f 17 x -26.249999 20.416669 1.400655 v -0.078295 0.162876 0.005050 p 10057905.499095
o 0 t 0.238000 f 18 x -23.333332 23.333335 1.400655 v -0.080444 0.136127 0.019638 p 10057903.819024
o 0 t 0.238000 f 19 x -29.166666 23.333335 4.201966 v -0.074137 0.170687 -0.029541 p 10057905.892018
o 0 t 0.238000 f 20 x -29.166667 20.416669 1.400655 v -0.059974 0.163108 0.002230 p 10057905.959335
o 0 t 0.238000 f 21 x -29.166666 23.333335 1.400655 v -0.058138 0.185720 0.004121 p 10057904.234817
